partner_id,gender,age_group,city_tier,trips_weekly,hours_online_per_week,avg_rating,on_time_pct,cancel_rate,safety_incidents,weekly_earnings,earnings_volatility,cashless_share,nova_score
1409,F,26-35,B,55,66.15446161810391,4.6330441068842445,0.9580249602689871,0.06574500615149113,0,410.44834669765953,0.30781744066823613,1.0,554
1410,F,36-45,A,59,32.766181258381565,4.820155757149049,0.8671699817035846,0.0695132834075302,0,464.1502651996182,0.031006857873374455,0.8160658564069063,595
1411,F,26-35,A,66,29.364114379990742,4.863441146123733,0.8891082629911381,0.0659062380114351,0,609.5378990577572,0.2018123456825133,0.9276123543630028,601
1412,F,26-35,B,54,44.6791912435015,4.764167160571792,0.9554263242456253,0.07845843269030611,0,548.7820259008762,0.2730311902423136,0.5214460413629634,612
1413,F,36-45,B,64,25.62106533238885,4.902107197055905,0.9688407890063069,0.050163759276866365,0,683.5293745581746,0.1519429727586199,0.6744689318188822,676
1414,F,26-35,C,57,32.184516015554436,4.718611129564973,0.8784136898645578,0.058655553207139915,0,491.98676290001583,0.290940797697703,0.7690381493086555,591
1415,M,26-35,B,64,51.949691941604684,4.770731901437523,0.934002130237162,0.05734326407306564,0,398.0280554170357,0.23073774278364695,0.5672366258118202,553
1416,F,26-35,A,82,46.642105948193795,4.814986232384541,0.8942596379610485,0.049301068982033514,0,773.781600757627,0.3215485732090285,0.7710445652134044,645
1417,M,26-35,B,58,38.136300402606174,4.792304155705617,0.9089330233211349,0.061677313083437914,0,577.2739075782503,0.2265971859908175,0.5968327436300775,631
1418,M,26-35,A,76,42.18306672931379,4.998390744393327,0.9367918697075782,0.0,0,416.75195465818183,0.32820309618452925,0.8957008137488798,595
1419,F,36-45,C,53,37.575294697999965,4.802633437500051,0.9438183099407967,0.07642947263788356,0,339.02534895717287,0.20400000229055382,0.7157923164111459,535
1420,F,26-35,B,65,41.38002190630961,4.706414679761797,0.9388779506746555,0.051675966595382025,0,461.2175342230803,0.07057634927694656,0.8156739586228254,592
1421,F,18-25,A,63,34.381886174403476,4.830397255223652,0.9354581170270122,0.012495667401559005,0,629.8383463337238,0.129519969582378,0.9019505050120844,643
1422,M,36-45,B,61,36.19760680472572,4.901727626040519,0.8666750831446498,0.05899846955267189,0,291.94632802447813,0.261469077212601,0.6881255275512207,510
1423,M,26-35,B,71,35.89321862454567,4.870535316227819,0.946013831965375,0.053071275659778296,0,506.075444632653,0.2598951709843731,0.8604524410684166,613
1424,M,46-60,B,54,34.74139148144245,4.855421135674447,0.9439532675598149,0.11125733581247416,0,545.1891527137152,0.155151884023058,0.6374212589732513,635
1425,M,18-25,A,73,52.439109964164814,4.530492478472895,0.9622467265043567,0.04732310124711753,0,339.70044468172534,0.3243440652047531,0.8676008142010356,549
1426,M,26-35,A,65,49.70117392013053,4.378123107473951,0.8870239910264557,0.08753370539620488,0,626.474465639511,0.15168258896900555,0.504066540786541,595
1427,M,26-35,A,75,32.676367316090506,4.9472896807930935,0.9747792808291804,0.1039843601015715,0,658.6901934108093,0.21695815934908969,0.6755101334995104,670
1428,M,36-45,A,65,30.056062074574292,4.817828616930919,0.8571382569111587,0.04865793872935227,0,491.034534393396,0.21474266001109485,1.0,595
1429,F,18-25,B,59,40.42723356869384,4.746363387507709,0.8978590922977976,0.06907508370414732,0,391.7705821920268,0.07356238454435872,0.8055383111422683,591
1430,M,46-60,A,67,63.552875982895465,4.8569469541670225,0.9104240458852918,0.11836075324729105,0,494.1050477549153,0.17116064617074966,0.865588564114149,574
1431,F,26-35,B,57,31.72294796303452,5.0,0.8550795468748351,0.0783692846544774,0,258.27167983885784,0.3704263660853396,0.6046545695994232,504
1432,M,26-35,B,57,40.3877561029596,4.960829674876962,0.9036644494247598,0.08271249526206782,0,457.67385899974045,0.10621864884650954,0.566810536162331,603
1433,M,26-35,A,85,42.887204137176624,4.904333085920293,0.9460740457172401,0.04528238228095016,0,625.6656817390024,0.2300126061827323,0.7429895770065265,653
1434,M,18-25,C,45,40.9135782595485,4.610991155075103,0.8197113909083332,0.09811152491296721,0,305.3563722300856,0.08764939498977532,0.6506020121521232,505
1435,M,26-35,B,61,37.41790125780511,4.636881379554518,0.9008655808114578,0.06831072158943248,0,576.8242145174663,0.10538486598890216,0.9880254061958957,617
1436,F,26-35,A,68,53.55079972198554,4.395239297794844,0.8373799533868339,0.01103691186360416,1,578.318210355706,0.06685698103153359,0.9226515190719973,525
1437,M,26-35,B,62,46.54458622943454,4.845827021082738,0.995,0.05834302398051549,0,518.5015085930434,0.2552856779063964,0.7352499019769112,599
1438,M,26-35,A,69,50.458053237450756,4.919894079619175,0.9360245608466992,0.030004636293406512,0,537.6302836548332,0.1102889913096723,0.7891997925511232,616
1439,F,26-35,C,65,47.893799496663306,4.930526706928727,0.9292914641915504,0.07086722892817636,0,516.1587355819033,0.28139953165320797,0.7661397065058122,593
1440,F,18-25,B,62,50.93948321805986,4.8521145706915165,0.9328036705829571,0.04149482708823365,0,606.0976582977502,0.13749438964479477,0.5353685788288269,596
1441,M,18-25,B,59,57.84405832974063,4.726489971265903,0.9496260315300417,0.0848438539707744,0,455.16091538996403,0.19023994087620585,0.45101101258126725,615
1442,M,18-25,C,53,55.310439667883344,4.662558380713479,0.9647077424917265,0.0748429026280139,0,491.28770052607126,0.21291046615751105,0.7640743313242,579
1443,M,18-25,C,48,65.24803959595914,4.621395280586385,0.8346223035592669,0.038559729892634065,0,481.2223339153859,0.05064989416521881,0.6700817729397175,598
1444,M,26-35,C,43,54.173412814071916,4.71868627262522,0.9753088798713379,0.0637238565315895,0,440.1190018365298,0.1962919400208059,0.4763037047353266,586
1445,M,18-25,A,73,35.305532234724936,4.608526061915533,0.9900912647008628,0.08211688104893253,0,723.1496064990536,0.20799182273495084,0.4867166813038069,673
1446,M,36-45,A,62,50.473120418058286,5.0,0.9178826694571229,0.10343979107441899,0,494.64837782044515,0.27120135898442144,0.9051413515575208,632
1447,F,18-25,B,62,49.10435178984595,4.555444267040159,0.9152635654658401,0.041927363061782,0,460.5683932218592,0.10323972884801287,0.64698227710506,579
1448,M,18-25,B,61,61.202949052321884,4.720842008466616,0.7654619601687964,0.0365767851517686,0,428.15845300918727,0.11463825220268165,0.7760364956910424,573
1449,M,36-45,B,69,32.328414833237105,4.463167237985369,0.8632004418899205,0.12402954820903161,0,573.4268398029885,0.2327638369959967,0.6830735963217001,582
1450,M,26-35,B,56,47.57951081392937,4.79288322919471,0.943542463813158,0.07170696160514978,0,460.03866749629015,0.2929913580173136,0.7152065437649778,586
1451,F,26-35,A,69,35.189296552330426,4.75324244353643,0.9854308733154946,0.0682440680596592,0,512.6613231895176,0.13259979952046932,0.6970848986704337,627
1452,M,46-60,A,76,47.12545104100135,4.702881446954069,0.96604184610584,0.039818268346950535,0,728.5675482732859,0.0811837075317667,0.7692885965881051,688
1453,F,46-60,B,66,39.85253335400281,4.612482510095492,0.9198142467110856,0.07345660685621161,0,659.0079941951641,0.1546617494012109,0.8007902530949557,630
1454,F,36-45,A,76,46.794688041908884,4.756769275338143,0.995,0.1134528702962053,0,559.2611029677657,0.09893415938938753,0.7413980071842887,604
1455,M,18-25,B,56,27.896618139185758,4.666730866497865,0.967858777818357,0.079630958065708,0,366.97031404663335,0.21182248794824884,0.6734047014919189,572
1456,M,26-35,B,61,49.93226481555898,4.7298698165949995,0.9009086790627548,0.10144889747418033,0,652.5989832796611,0.09361321787117012,0.8050553048067323,622
1457,M,46-60,B,64,44.060595151861,5.0,0.995,0.06886951569608979,0,540.8120957084485,0.25783237688026217,0.8143851858316329,609
1458,M,46-60,B,60,43.52192881771904,4.7758265823838855,0.86519163826467,0.03922590428128171,0,527.7614019270985,0.19700933546518032,0.5607513700570774,614
1459,F,18-25,B,50,61.5022829984733,4.8259300811961054,0.8404079889731272,0.0545028999212102,0,478.92508581562373,0.26032799532875095,0.7159527621408502,592
1460,M,26-35,B,58,38.175166017321764,4.679530283647926,0.8977447306438039,0.037465934740855134,0,419.57299306042273,0.02,0.6466732066233176,604
1461,F,26-35,A,62,45.42265424771982,4.633134673548786,0.8832679910989708,0.07553359750760055,0,521.2707362452109,0.039347943162497234,0.7819205166341208,601
1462,M,18-25,B,60,43.002706990392554,4.746556342982703,0.9017534192756551,0.10671666380950004,0,549.6062036072135,0.2834138099584572,0.920755364348413,620
1463,M,36-45,B,57,43.98039160240732,5.0,0.9581045348200558,0.07633032826452471,0,447.357369354596,0.12243832151638329,0.7702554229818308,600
1464,M,26-35,A,68,64.21803904642779,4.710085845765906,0.9231010214197661,0.056766545441091984,0,606.403599901382,0.06268937984880787,1.0,628
1465,M,26-35,B,61,42.63807092413749,4.804615670504723,0.9201851616190109,0.04581080743137882,0,495.3360740583305,0.16378412747579624,0.7507432341629171,583
1466,M,18-25,C,73,36.32720200511737,4.630940222736419,0.9307407408104453,0.07416337588535522,0,380.7646066148732,0.1993876597704577,0.6366958087613881,514
1467,M,26-35,A,74,60.70902795447221,4.342309194239737,0.8127837253512606,0.0258560384161913,0,720.5961046385229,0.16735883844608898,0.7772444547515334,608
1468,M,18-25,B,62,38.92311234561038,4.632325300210251,0.8454369746040966,0.03497696765210838,0,546.8927988427661,0.2174411317194249,0.7399681789647561,604
1469,F,26-35,C,63,25.948218527909447,5.0,0.902534436728529,0.0955048980292175,0,476.7050524514716,0.2066000148839987,0.7051991999135947,560
1470,M,18-25,C,49,34.59156293571149,4.834908544208714,0.8712535599326131,0.06716794812978208,0,464.9768037687986,0.20241210747434565,0.5211245703840712,539
1471,F,46-60,B,50,29.53412505957144,4.992138630158018,0.9024106256426941,0.06607637420949952,0,317.6042047614917,0.28786967905422794,0.6873575731944925,545
1472,M,18-25,B,70,24.00034533685549,4.701841664760203,0.995,0.059928019510617526,0,472.07973382544264,0.1788655738710021,0.6185845445670034,608
1473,M,26-35,C,48,38.36984995631865,4.3916753344365,0.9090775251303402,0.09777613200237814,0,285.7794540637185,0.17651357979802965,0.80414708706678,529
1474,M,18-25,B,53,41.29784034726568,4.580893649480633,0.8496915891138508,0.07846508019073105,0,487.19832868226206,0.24422491915746325,0.4504063925256883,581
1475,M,18-25,A,83,53.805279151289064,4.8187537141566255,0.8941450106367664,0.0362075567500226,0,630.3025373768672,0.22421277661651634,0.8019664225369345,628
1476,M,18-25,A,66,48.294016120620654,4.788042079140467,0.995,0.045787233491544954,0,577.2138001176903,0.1077713405920965,0.5674562297552554,625
1477,M,18-25,B,53,47.838343081286666,4.745636430513266,0.9924246985729508,0.067646675674589,0,576.7800780335567,0.17263090023316563,0.7805133207316264,639
1478,F,18-25,B,53,33.067899948022806,4.667662648134552,0.9455938717824441,0.08256659228080926,0,349.32506179280034,0.21505832786769552,0.6641533134197241,560
1479,M,26-35,A,80,50.849332619641146,4.898957353020487,0.8538758464652335,0.058934701695062285,0,528.0636673485316,0.13305374878117424,0.5256487607228937,604
1480,M,36-45,A,66,55.91232836398735,4.677197998899856,0.9389402467552076,0.06326529441480745,0,600.4195799557433,0.13686596352043942,0.9119122778744402,647
1481,M,18-25,B,81,45.9457089154616,4.804572530524405,0.9517848549575351,0.06088850677180425,0,560.634615866121,0.06868332011609433,0.36770579301316647,641
1482,M,26-35,B,70,46.22517536297925,4.78329922475489,0.927277010419512,0.06391326784717452,0,402.18838770481665,0.05062234903890844,0.7156012720438983,583
1483,M,26-35,C,71,29.353077003000212,4.699124633495669,0.8980994472195322,0.04108851292308185,0,567.905038778241,0.15007370866279462,0.7567666713342331,593
1484,M,18-25,B,47,52.54435807605327,4.612605592344065,0.8940684478065128,0.10971152737016326,0,594.5738804112318,0.19018286382431132,0.9127424398282487,608
1485,M,26-35,C,45,59.80830548761419,4.6799004869915555,0.8790142546406464,0.06303065634424496,0,445.1748956185562,0.09236686502921342,0.4345780483378999,532
1486,M,18-25,C,56,45.22952399046837,5.0,0.8603463020820489,0.07587661652052179,0,304.92893112242575,0.29022977159608776,0.5877566604267694,546
1487,F,18-25,A,60,36.05642721632515,4.916867179489927,0.9882993917734122,0.008189942618848922,0,565.576645858023,0.09626398604828985,0.9317114238697461,624
1488,M,26-35,B,65,40.38005144012157,4.905058309692296,0.9671156897514848,0.06104477135825058,0,531.9291181028655,0.25300244458288723,0.8811736984142886,628
1489,F,46-60,A,78,37.795792849874125,4.639230443983778,0.9165535278708346,0.0280123250976091,0,568.4934031087196,0.21349360307059134,0.9593040929191645,616
1490,M,46-60,C,53,38.39550346839705,4.531546609054967,0.9334089154183886,0.044129346909021316,0,541.1157933868938,0.3541068313645908,1.0,606
1491,M,46-60,A,72,48.47983063694059,4.919274132363793,0.9466850445195267,0.13666557840900348,0,568.5452138457997,0.22318714582056695,0.708782996697723,626
1492,F,26-35,B,51,44.79464111670342,4.882115089067492,0.995,0.08198577701892579,0,651.0861000948015,0.06429791487084524,0.7721334674145441,671
1493,M,18-25,C,62,52.039366059713686,4.771387346502383,0.9648284340457852,0.10578066534146605,0,512.9649632353506,0.2643493284599961,0.6115789699625256,573
1494,F,26-35,A,72,45.70902544778221,4.6992190168624814,0.9689384809364052,0.08965910749962361,0,601.8668110467733,0.31580654679717846,0.5034840742991804,597
1495,M,18-25,C,62,33.35912026021817,4.531208301864745,0.9230990506534668,0.09849728645994195,0,524.6363276400357,0.03822301844729828,0.6473995921306359,594
1496,M,18-25,A,75,36.993079761506095,4.886110066656776,0.9072788020794913,0.05652785015220708,0,715.1252482161999,0.23113031262259207,0.5007889715905136,616
1497,F,18-25,B,58,36.37158927212143,4.927120267244886,0.9879355126330808,0.1191920603573459,0,564.0194214827217,0.24882518784648266,0.6470840065902473,612
1498,M,26-35,B,57,40.13529923381548,4.646936135726321,0.9508136058783092,0.09690061895729479,0,478.9540235818745,0.1629737455962295,0.5144578634763234,575
1499,M,26-35,A,57,59.94713691414589,4.634410059889056,0.87672290229728,0.0727400485540691,0,489.3067772831233,0.02,0.8414399988661454,585
1500,M,18-25,B,63,61.54899591647629,4.9373592887513205,0.944493327716992,0.07639868873372829,0,403.2208763324934,0.15632336876092587,0.611006320023791,595
1501,M,36-45,C,43,50.36601200446586,4.646920330565978,0.9516693044210407,0.07439802750612504,1,197.13887566248013,0.13351446283340843,0.4100708752600253,464
1502,F,26-35,A,67,43.18763796833618,5.0,0.819408452185357,0.06806717554599129,0,582.2098373252862,0.30238206904508513,0.9011922128479104,602
1503,M,36-45,B,72,28.38347780495605,4.738442236320144,0.8810806603707667,0.0626919779473977,0,485.4480807598935,0.17291269655854402,0.6354747869532238,599
1504,M,18-25,C,56,44.20008305730084,4.690415743970003,0.9357382413019955,0.08344600893709472,0,404.79907410402404,0.14701510666133366,0.5995057042592873,552
1505,F,26-35,B,78,34.09992703562946,4.76396620018201,0.8345769348085622,0.11319921404231392,0,619.0528904183514,0.13307900248284196,0.5831139830978495,663
1506,M,18-25,A,65,58.3052189656592,4.694005239845397,0.8346934417057353,0.03134357649123794,0,553.4738365962871,0.2060598093433252,0.9408706661775892,608
1507,F,26-35,C,39,25.938943102095106,4.910531857952153,0.893876912980287,0.1147706429052642,0,556.8838101009017,0.18454945539985054,0.6978726600703751,582
1508,M,18-25,A,62,45.84484333330117,4.883671520936308,0.9457772129547471,0.05795296548866197,0,507.6865143191686,0.11680440580242843,0.6941676149718405,628
1509,M,18-25,B,59,33.25760622349631,4.912815943912625,0.9462891853450559,0.10858989444794417,0,407.2691511942467,0.20112164994844967,0.45203502274080753,603
1510,F,26-35,B,56,41.904848145165275,4.77607796110411,0.995,0.06199663910957523,0,376.30090818020005,0.1354196053214078,1.0,570
1511,M,26-35,B,65,48.660681903110564,4.683546825253745,0.927113194394475,0.07988261029620759,0,564.4338399042988,0.027380782696413863,0.997111438322365,599
1512,M,18-25,A,58,52.21968688782097,4.74784039888584,0.900167357326974,0.06623467253613913,0,645.4763147455556,0.23344183226394297,0.9820342820303936,608
1513,M,46-60,A,57,41.39309799068419,4.684945481264459,0.8528320206922376,0.019582236298652238,0,494.87643381800876,0.2258547281001759,0.6815559629052645,578
1514,F,18-25,B,49,49.61216550181529,4.965589476977444,0.8941686191786482,0.1276693062888196,0,377.36147031921405,0.19597913009417786,0.6498673908451009,567
1515,F,26-35,A,58,35.37529901387897,4.89954105856979,0.9541764653998365,0.042717391594340993,0,677.6734788751706,0.1446025821926725,0.8360931558820508,624
1516,M,26-35,B,53,44.4553838477322,4.7334715399714185,0.953436110174356,0.07601648583468948,0,353.31584017318005,0.17423518679487013,0.5948604914223552,562
1517,M,26-35,B,52,52.02207414437865,4.6078287564843095,0.9284309503364246,0.04242734641474778,0,560.2687151186689,0.24554261179213735,0.5814841098285444,607
1518,F,26-35,B,72,45.320994781399875,4.985925953230573,0.9545557467647359,0.023889950455376396,0,469.86658437255824,0.1294550670720228,0.9241981986273867,613
1519,M,18-25,A,60,36.70656303626694,4.770502620331645,0.9838191779537296,0.06385180480932605,0,585.753105354366,0.24877166517191776,0.7722803495616106,636
1520,M,36-45,A,60,39.20957632436568,4.7304748809704895,0.923763592155998,0.05219466213789187,0,643.5383463972531,0.06201218867897863,0.6232183418006081,650
1521,M,18-25,C,60,52.15656062547939,4.982447907957844,0.9883659418875118,0.0349355493608072,0,482.481776123431,0.19345300831577122,0.7933734271619357,624
1522,M,18-25,B,65,31.081553830718427,4.67550767799329,0.8866676580350328,0.06643702155818444,0,477.9032346629326,0.18206059600306987,0.639654235341608,610
1523,F,26-35,A,54,32.55684865992547,4.69976096480057,0.9127354477729754,0.028542798307065093,0,657.4682672032002,0.2602147990216337,0.5028903623835521,638
1524,F,46-60,A,70,48.01588759811736,4.719386157743635,0.901958338506979,0.06876421395243563,0,598.5736177190201,0.1064856456479258,0.6211262502258852,608
1525,F,36-45,A,66,37.608564054582025,4.5549146242537235,0.9632352565869505,0.06318019543007561,0,878.213308008488,0.11521518815211952,0.707690919751166,685
1526,M,46-60,C,65,27.469418036503107,4.799360304813892,0.8722757776704276,0.0,0,308.0618532773519,0.06844045415520456,0.6907943150151727,517
1527,M,36-45,A,61,55.50818667041911,4.636048288298232,0.9045117262248256,0.053806702908504686,0,408.0062072749133,0.1346612435059207,0.8040432666046675,581
1528,M,36-45,A,71,31.003997121200925,4.668791740153332,0.8336161754588675,0.07855230030680259,0,660.7121482743667,0.20043343771874286,0.9518878291842248,631
1529,M,26-35,B,45,40.00569986680362,4.63833467808975,0.9407188042784931,0.0455936234513044,0,456.3011508844322,0.036172524538063106,0.686815396537655,617
1530,M,46-60,A,84,35.80479356312902,4.671539469504408,0.995,0.07335376583307429,0,672.1717986016282,0.14456699922138203,0.7148085698344615,656
1531,M,26-35,A,61,39.02316514459779,4.624562830397628,0.9661353975650049,0.08248037629740734,0,460.837624360532,0.22886322823734973,0.9543065296675728,610
1532,M,26-35,C,50,33.1538054234866,4.783082126642996,0.954631380673489,0.04446835719143386,0,424.60128368318806,0.17176964874479447,0.7970180536763714,591
1533,M,26-35,B,64,49.14279237693462,4.728261036127143,0.9643700197989974,0.06763153090082046,0,539.6719858948741,0.1860164423244377,0.6901159320604401,596
1534,F,26-35,A,71,43.10823524306912,4.761601220731218,0.9615846914218253,0.08924973250042968,0,529.9845782842222,0.05951206550722685,0.8208841413373604,610
1535,M,18-25,B,51,51.83653595210892,5.0,0.945319781125304,0.04820733308618454,0,491.90552499667723,0.17199635278931752,0.6534548857369169,608
1536,M,26-35,A,74,35.90831788458278,4.732265822835121,0.9623456728814314,0.05682568327256134,0,467.0702746253538,0.18229484286135117,0.6172973393164707,585
1537,F,26-35,A,72,63.33021769949211,4.8455421433354555,0.8944158935046221,0.09850717353943424,0,611.959942942607,0.1669015995802167,1.0,621
1538,F,36-45,B,49,22.953512144960555,4.853412439900397,0.9033903278240076,0.049771038057223695,0,590.663082071496,0.19222414351339798,0.6441356235257635,628
1539,F,26-35,B,60,26.148650920777058,4.740571506345359,0.9235121630354257,0.08377474857406356,0,386.8058730159711,0.15526996380933786,0.7612989799076434,572
1540,M,36-45,B,68,59.530848477164284,4.794269869731755,0.9080147430650244,0.03362426675123181,0,399.2739657584833,0.14351700512863644,0.5078513571434095,580
1541,F,26-35,C,55,46.740416674463845,4.751104728539364,0.8386845181982581,0.06767114290414981,0,532.1432904148538,0.0968183310773109,0.763103226041161,569
1542,M,36-45,A,64,45.41386083056075,4.781983759356722,0.8606495506553031,0.08140180143721687,0,448.9707862013292,0.2579569291158732,0.6111799138767879,585
1543,M,18-25,C,43,46.31275307318011,4.65522248159778,0.9212988057511737,0.006364196301898807,0,476.05108317038275,0.08186733231366694,0.8949142014036506,593
1544,M,46-60,B,71,47.71207270150449,4.680268303563027,0.971888795436096,0.048470307566441,0,520.9046213054469,0.19263576002219304,0.9716374084540712,597
1545,M,26-35,A,68,44.9976772043395,4.755738337992461,0.9252670954579854,0.07887995781559135,0,534.0851348596573,0.3250557659737284,0.8591894678133922,577
1546,M,26-35,C,49,32.340955083748945,4.44981445342235,0.995,0.08227532327595193,0,542.4546103805092,0.2681148022872238,0.676083416357024,612
1547,M,18-25,A,54,50.18190905072791,4.972010918464799,0.8704118784922364,0.05732864846088632,0,617.6925637154472,0.22074917901550187,0.7537618831759874,656
1548,F,26-35,B,48,48.60678211538232,5.0,0.935047107103285,0.042862539832564904,0,489.375828404809,0.1999793732452895,0.7133438391866981,609
1549,M,26-35,B,55,56.284311467398304,4.7735525389887075,0.9815601305324722,0.09135394646582741,0,298.02334592377844,0.1697783001395068,0.7772929174262246,553
1550,M,36-45,A,72,59.642410769011654,4.854620376587651,0.9804838560582789,0.05432779787434552,0,638.9415658940891,0.10789203831868939,0.7925643099609188,667
1551,M,46-60,C,58,45.304760796432625,4.911358650507575,0.951553343088731,0.08736041604887017,0,346.5769063053841,0.1596934901633307,0.7974386744240445,561
1552,M,36-45,A,67,29.72450982367817,4.55409953906326,0.9777126986921055,0.07790669406552524,1,548.5825343154578,0.22599005154643703,0.651438262396645,548
1553,M,26-35,C,58,59.72522931202137,4.888441691792663,0.9215697173828851,0.057577451432945397,0,438.2233958165092,0.2111771958251897,0.8739315361507418,587
1554,M,26-35,A,75,31.818500649970588,4.692034030834867,0.995,0.09467685228983952,0,746.2685723041224,0.24309779946428375,0.7208277734447555,647
1555,M,36-45,A,68,45.37964193672381,5.0,0.9889579553177131,0.048171671698915175,0,548.0744250743169,0.27757374920356503,0.6755769442401258,608
1556,F,36-45,A,76,39.43266073579145,4.728161064500196,0.8869886199644728,0.09771361922455707,0,466.2643939354953,0.16732342616973922,0.830765526480427,594
1557,F,26-35,C,46,37.69374649815207,4.880627333475749,0.9276783968817194,0.11663877591642594,0,536.1197152074992,0.19534811882657316,0.7197173495463627,593
1558,M,46-60,A,62,49.64300121531518,4.72403806044598,0.8438351685236574,0.10050344023470675,0,618.0872382748487,0.028074290949816283,0.5368661869226441,638
1559,M,26-35,C,51,44.44459599267966,5.0,0.9906894486617855,0.06908316539901108,0,487.05294341975775,0.3604958220028375,0.5926446298307679,603
1560,F,36-45,A,62,47.13241491268131,4.673947467444164,0.9324115720515868,0.14541237433103965,0,682.9155302999806,0.14689208718434185,0.4759130036095523,614
1561,F,46-60,B,59,33.8431370983663,4.924363318099108,0.9868386422033506,0.07505533377267731,0,636.2727521338034,0.2321354021609658,0.6254010078374239,641
1562,M,36-45,A,61,40.259250346253395,4.844401682367792,0.9151321247616085,0.07673169436539379,0,478.4026045727895,0.1468378208858712,0.6914299418354,632
1563,F,18-25,A,68,34.304650201593,4.813846494249623,0.8319866250617345,0.06533815964285675,0,451.365871016954,0.14498037087499158,0.8216445379079118,571
1564,F,26-35,C,53,40.00928412022535,4.781551110156716,0.995,0.039607005688309736,0,498.2098856993456,0.16103984680286307,0.5497085941276967,582
1565,F,18-25,B,61,40.81237775132591,4.650348122345471,0.927154427359362,0.10835219712154293,0,471.8902780713995,0.08039050639220507,0.642853314268137,556
1566,M,36-45,B,45,60.44304173204796,4.356091553434888,0.8609895688299101,0.060327897110081866,0,444.3988697424608,0.02,0.9025442794270877,585
1567,M,26-35,B,61,39.406114855312595,4.911558816269242,0.9778881144195445,0.0970883307811194,0,398.85810160359983,0.27277520556877455,1.0,589
1568,M,36-45,B,43,20.74401675469354,4.669874133448357,0.995,0.11328659324955628,0,504.23121234195105,0.22365620456002971,0.5910733800540573,614
1569,M,46-60,B,56,55.95091537320786,4.923840021552305,0.9074780912771494,0.09009964141647862,0,517.3811497739188,0.10673161134277619,0.8626959432628366,591
1570,M,18-25,C,71,46.49259374026023,4.80715466518735,0.9216378794636515,0.04374092172305089,0,452.9826626349311,0.21615283644124927,0.7142930209887224,572
1571,M,26-35,B,45,40.689895654466106,4.924038517153018,0.922902311735579,0.06726765233463454,0,340.9909089509802,0.2459147197591181,0.4765695774034272,566
1572,M,26-35,B,50,37.62784633138905,4.8662838780164215,0.8584514684223951,0.0,0,572.7777524485484,0.12455837738215525,0.6092361640435777,621
1573,M,26-35,B,58,32.53074343943114,4.37949572292812,0.8842666275209315,0.06750597030900216,0,509.33488320047707,0.2129478365295656,0.29610342119685296,570
1574,F,18-25,B,48,61.38048097086492,4.8374343424371995,0.995,0.10008130563099951,0,560.6167170632805,0.26054426284696397,0.7652992798424647,620
1575,M,18-25,B,60,42.51844888660037,4.6984486771578275,0.9133896781050242,0.0628748476275423,0,313.24393555523693,0.06493181333466042,0.5692492603045833,547
1576,M,26-35,B,70,24.622488565185254,4.928751678090226,0.8841221510987396,0.04729759123228019,0,518.8299680018788,0.2226728946904328,0.7387497711931558,569
1577,F,26-35,B,58,45.277400332852416,4.83788112427052,0.8961979051818363,0.062067592276715024,0,426.6636012633549,0.20915097353720402,1.0,593
1578,F,26-35,B,69,54.06171702034841,4.844045355694841,0.9790411843665067,0.10196097910957055,0,514.8725193970954,0.3304360535653812,0.9430393208746484,604
1579,F,18-25,C,43,43.56434668353497,4.7023635806437625,0.8110051557437531,0.07686902933319611,0,484.7728980630145,0.2245628202994393,0.5526191150394422,572
1580,F,26-35,C,52,32.98406527804686,4.609909071183831,0.9279324948676925,0.1297374852922584,0,455.84552612671325,0.1471295240453402,0.5187704893754317,559
1581,F,26-35,C,57,32.08925713975343,4.6838669561544215,0.995,0.05437799485345832,0,436.94038989739806,0.15638488085183172,0.8410174154755834,589
1582,M,26-35,B,66,32.82681072280765,4.482416160770358,0.995,0.07351695355393789,0,506.28633697752764,0.3418714946030856,0.5793277950239161,615
1583,M,36-45,B,67,57.21657997046951,4.664248439818003,0.9528601390409337,0.053497942231189186,0,374.8199598949296,0.15161195932656238,0.8587571873854721,607
1584,M,26-35,A,62,41.28335944763175,4.531176135069085,0.987022130502199,0.1312345924127397,0,479.34171542575916,0.22689169078829463,1.0,608
1585,M,26-35,B,58,25.212755853213697,4.533538879436328,0.9841413142398138,0.07639115933928081,0,582.9094412860429,0.1609295559094873,0.814558551892186,632
1586,F,46-60,A,69,45.84133925844464,4.771071827083931,0.9191073998255451,0.12934228411603543,0,528.8293692921677,0.2665009607696768,0.9457619205596,574
1587,M,26-35,A,56,43.41036785573552,4.8285073409255945,0.9638396901682155,0.05939617335293043,0,640.1356188054435,0.2704536050306835,0.9295241986219895,634
1588,M,26-35,C,48,37.511045331166684,4.740430977973717,0.995,0.12182737527565188,0,485.84152951584406,0.17818657845317853,0.5820062341858292,559
1589,M,18-25,C,56,31.79593243911189,4.67358142539924,0.8544118878437935,0.07554010116820487,0,507.9324343812459,0.1474591053673464,0.7006266783824595,562
1590,M,18-25,B,56,31.361051002271246,4.6062887756641615,0.9464325438740799,0.09709966783636792,0,511.49772313270387,0.14555135560638885,0.5860990089259962,639
1591,M,18-25,A,68,52.86633815466338,4.705621051145293,0.9428737724044277,0.02940867066272849,0,532.5393001733672,0.041819185500713674,0.9605899397067175,602
